dataset_name,average_clustering,node_connectivity,large_clique_size,number_connected_components,degree_assortativity_coefficient,md1_mean,md2_var,md3_std,md4_skew,md5_kurtosis,md6_d_percentage_0.0_0.05,md6_d_percentage_0.05_0.1,md6_d_percentage_0.1_0.15,md6_d_percentage_0.15_0.2,md6_d_percentage_0.2_0.25,md6_d_percentage_0.25_0.3,md6_d_percentage_0.3_0.35,md6_d_percentage_0.35_0.4,md6_d_percentage_0.4_0.45,md6_d_percentage_0.45_0.5,md6_d_percentage_0.5_0.55,md6_d_percentage_0.55_0.6,md6_d_percentage_0.6_0.65,md6_d_percentage_0.65_0.7,md6_d_percentage_0.7_0.75,md6_d_percentage_0.75_0.8,md6_d_percentage_0.8_0.85,md6_d_percentage_0.85_0.9,md6_d_percentage_0.9_0.95,md6_d_percentage_0.95_1.0,md7_z_score_-3_-2,md7_z_score_-2_-1,md7_z_score_-1_0,md7_z_score_0_1,md7_z_score_1_2,md7_z_score_2_3,true_n_clusters,algo,rand,silhouette,CH,DB,ideal_inner_metric,avg_lifetime_hom_dim_0,num_relevant_holes_hom_dim_0,length_Betti_hom_dim_0,sum_length_hom_dim_0,average_length_hom_dim_0,polynomial_feature_2_hom_dim_0,polynomial_feature_4_hom_dim_0,avg_lifetime_hom_dim_1,num_relevant_holes_hom_dim_1,length_Betti_hom_dim_1,sum_length_hom_dim_1,average_length_hom_dim_1,onset_longest_Betti_hom_dim_1,polynomial_feature_1_hom_dim_1,polynomial_feature_2_hom_dim_1,polynomial_feature_3_hom_dim_1,polynomial_feature_4_hom_dim_1,avg_lifetime_hom_dim_2,num_relevant_holes_hom_dim_2,length_Betti_hom_dim_2,sum_length_hom_dim_2,average_length_hom_dim_2,onset_longest_Betti_hom_dim_2,polynomial_feature_1_hom_dim_2,polynomial_feature_2_hom_dim_2,polynomial_feature_3_hom_dim_2,polynomial_feature_4_hom_dim_2,amplitude_feature
monks-problems-2,0.408,0,4,8,0.5688741721854302,2.629775998037166,0.5371811544583859,0.7329264318186279,-0.0406430134302275,-0.1646112160745216,0.0025996605767979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174805717592144,0.1444403531551684,0.2854975484563996,0.4010343271474885,0.1280173642930113,0.0209301746119196,2,1,0.4992789794786467,0.96981693139588,0.9563077928533212,0.9997149201325162,1,1.0,431,1.0,431.0,1.0,0.0,0.0,0.4142135381698608,1189,0.4142135381698608,431.0,0.4142135381698608,1.0,0.4142135381698608,0.0,0.0294372446425764,0.0,0.0,0,-1.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,12.599604406851418
SPECT,0.4769047619047618,0,4,2,0.264099754231788,2.913237146548407,0.5556225159798699,0.7454009095646918,-1.0302678932637463,2.0125270766415837,0.0133681213090378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0340585504074962,0.0811064820659568,0.3176366620376215,0.4266576891245494,0.1233289848363702,0.0038435102189678,2,0,0.5728084255582777,0.1066405250329673,0.9478547437131116,-0.5953792417034817,0,1.5717219781438143,173,2.4494898319244385,342.6353912353516,1.5717219781438143,1.2214766633246454,3.4449278232078444,0.2664171994901171,15,0.5857864618301392,342.6353912353516,0.2664171994901171,1.4142135381698608,0.5101245858139611,0.2113369717656062,0.0281803652463664,0.0091721427844174,0.2239825555256434,5,0.4096832275390625,342.6353912353516,0.2239825555256434,2.0,0.5434664159492623,0.1089043663003812,0.0264381412863198,0.0021516009914604,12.067523126940944
SyskillWebert-Sheep,0.3754497354497355,0,4,11,0.3577139861056495,33.0213988130864,255.01680622591255,15.969245637346573,0.0918165274113142,-0.5825438938230039,0.0153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163313609467455,0.165680473372781,0.3233136094674556,0.3214201183431953,0.1543195266272189,0.0184615384615384,2,2,0.6394230769230769,0.7749044485515806,0.1971226446490038,0.7413433813653258,2,5.568891720846295,31,10.049875259399414,356.4090701341629,5.568891720846295,20.132126797134024,13940.310058834257,2.319512128829956,1,4.088926315307617,356.4090701341629,2.319512128829956,11.313708305358888,23.24523084655493,11.093032518612668,38909.57009016354,2089.7335705466967,0.0,0,-1.0,356.4090701341629,0.0,0.0,0.0,0.0,0.0,0.0,24.97055465313709
SyskillWebert-Goats,0.4622510822510822,0,4,9,0.4133043714363294,35.858769128904406,304.34826839666704,17.44558019661906,0.1140907322524504,-0.6110872381992198,0.0142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0142857142857142,0.1689795918367347,0.3151020408163265,0.3240816326530612,0.1616326530612244,0.0151020408163265,3,0,0.5089026915113871,-0.7144346573031899,0.4534061693236673,-0.047751710326548,0,6.07939645000126,34,11.180339813232422,419.478355050087,6.07939645000126,24.46167778631791,24143.381007443848,2.5072438500144263,4,6.062494277954102,419.478355050087,2.5072438500144263,13.03840446472168,29.07157925342116,7.506892333805478,50400.66924066356,1739.2781830622698,0.0,0,-1.0,419.478355050087,0.0,0.0,0.0,0.0,0.0,0.0,28.21978567111579
SyskillWebert-Bands,0.412,0,4,8,0.2458350264120276,31.744594843730532,232.2806982073968,15.240757796362908,0.079229958320961,-0.6743176162562414,0.0163934426229508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163934426229508,0.1623219564633163,0.3267938726148884,0.3112066648750335,0.166084385917764,0.0171996775060467,3,0,0.5393442622950819,0.9789566650065548,0.99682963036348,0.9938980713548052,0,5.845245103041331,32,10.0,350.71470618247986,5.845245103041331,23.076151083307764,19159.55611457913,1.723212798436483,5,3.474578857421875,350.71470618247986,1.723212798436483,9.848857879638672,17.993424015427234,8.642421210728648,3835.382241703835,1135.1903781771264,0.0,0,-1.0,350.71470618247986,0.0,0.0,0.0,0.0,0.0,0.0,24.135853979090932
analcatdata_boxing2,0.0,0,2,10,-0.1428571428571428,6.015334695361746,8.045776050986575,2.8365077209460536,0.1793633893903117,-0.6519210840107643,0.0075757575757575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075757575757575,0.1942148760330578,0.3093434343434343,0.3033746556473829,0.1650596877869605,0.0202020202020202,2,0,0.5573675688179505,0.9309124429775856,-0.9991412561559329,-0.9872192062368184,2,1.0126477416235071,131,1.4142135381698608,132.65685415267944,1.0126477416235071,0.4015657965463536,0.1663339893954636,0.3756630182266235,110,0.4142135381698608,132.65685415267944,0.3756630182266235,1.0,0.4283240130439253,0.0789914922259527,0.0258264612679465,0.0017842592810909,0.0,0,-1.0,132.65685415267944,0.0,0.0,0.0,0.0,0.0,0.0,6.139395544598003
analcatdata_boxing1,0.0,0,2,20,-1.0,5.771414066774502,7.444113003170739,2.7283901852870565,0.2096065520744713,-0.6156209777008059,0.0083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083333333333333,0.1758333333333333,0.3238888888888889,0.3083333333333333,0.1605555555555555,0.0227777777777777,2,1,0.4980392156862745,-0.0340047713038286,-0.8635607785081456,-0.9320863902681892,2,1.0139231441401635,119,1.4142135381698608,120.65685415267944,1.0139231441401635,0.4002903940296974,0.1658057004064487,0.3713796271218194,99,0.4142135381698608,120.65685415267944,0.3713796271218194,1.0,0.429891843585488,0.0731402705795858,0.0254252631152098,0.001652091926936,0.0,0,-1.0,120.65685415267944,0.0,0.0,0.0,0.0,0.0,0.0,5.849816433121728
analcatdata_lawsuit,0.4005791505791504,0,4,5,0.5253585169639724,20.422088270687965,109.21634695612512,10.45066251278478,0.601878804322883,0.0893641934268707,0.003902662993572,0.0,0.0,0.0001147842056932,2.869605142332415e-05,0.0,2.869605142332415e-05,2.869605142332415e-05,2.869605142332415e-05,0.0,0.0,0.0,2.869605142332415e-05,5.73921028466483e-05,2.869605142332415e-05,2.869605142332415e-05,2.869605142332415e-05,2.869605142332415e-05,2.869605142332415e-05,0.0,0.0,0.1615013774104683,0.390495867768595,0.2841196051423324,0.1246556473829201,0.0344352617079889,2,2,0.8594308100011522,1.0,1.0,0.9999999999999998,2,2.604505732612869,15,9.408555030822754,682.3805019445717,2.604505732612869,17.963652504616714,4755.121154023449,0.5705668388957709,3,2.8838424682617188,682.3805019445717,0.5705668388957709,3.1805975437164307,2.932993422312903,3.585135052494168,65.31790634538285,118.50259683293793,0.23099946975708,1,0.2178034782409668,682.3805019445717,0.23099946975708,11.324530601501465,2.182372100406724,0.4693664538692701,3.1674259328650023,0.0119831346091779,25.09325371697065
irish,0.5286375661375661,0,4,4,0.4893445918777632,29.32940477399193,231.53124760333927,15.21615088001362,0.6060238210261775,0.0950697437930414,0.002296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165416,0.38536,0.28996,0.121288,0.03248,2,1,0.5791583166332666,-0.7973152502199374,-0.7833122926480173,-0.8292503104375043,0,2.8623471994644034,2,13.076696395874023,1342.4408365488052,2.8623471994644034,40.13632211165584,38837.601069959295,0.7370244249220818,6,4.3040947914123535,1342.4408365488052,0.7370244249220818,8.774964332580566,4.873771525198176,8.436629967790095,610.4290306209755,806.3637500053007,0.2908653884098447,3,0.82159423828125,1342.4408365488052,0.2908653884098447,8.5440034866333,2.6927588871274426,2.978263623463296,4.121191145463371,6.876615767705807,37.185181463448224
analcatdata_asbestos,0.4215053763440861,0,4,7,0.3601789709172266,86.79125108632589,3847.534214620666,62.02849518262284,0.520388435715374,-0.6678537598585175,0.0164029612425606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1850776600377413,0.3637683263173175,0.2548991145304108,0.1619973871389171,0.0342575119756132,2,1,0.573905377607993,0.971665653858319,-0.8563977008726749,0.987453275540753,1,4.350552575928824,2,19.0,304.5386803150177,4.350552575928824,93.58141562483988,1054813.8729141466,0.2007967233657837,2,0.1655254364013672,304.5386803150177,0.2007967233657837,2.0,1.229220628738403,1.1720136291155256,0.0602607163430987,0.153098028806593,0.0,0,-1.0,304.5386803150177,0.0,0.0,0.0,0.0,0.0,0.0,26.87974666362368
analcatdata_creditscore,0.4539682539682539,0,4,5,0.451024628689603,253.003802970414,107545.97099830792,327.9420238370007,2.8225519133305443,9.459814764112435,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.6706,0.2448,0.0462,0.0036,2,0,0.584040404040404,0.97473138658805,-0.9831509874755036,0.8821693154325776,2,22.1621699826886,1,365.3113098144531,2194.054828286171,22.1621699826886,8976.732214045069,24289901472862.605,0.1544297933578491,3,0.1875543594360351,2194.054828286171,0.1544297933578491,2.4896585941314697,0.9003824726290759,0.6362255606363192,0.0403592007744639,0.0406619428008632,0.0,0,-1.0,2194.054828286171,0.0,0.0,0.0,0.0,0.0,0.0,417.2316692264415
prnn_synth,0.449904761904762,0,4,2,0.220262793914247,0.6800310001387088,0.144203244014792,0.3797410222965015,0.4166772161575487,-0.5142418349545261,0.010304,0.017952,0.029088,0.03872,0.042048,0.046336,0.048096,0.04656,0.045952,0.044704,0.045024,0.044672,0.045984,0.043424,0.043392,0.04256,0.040352,0.039776,0.037088,0.032832,0.0,0.184672,0.34672,0.290688,0.147904,0.028448,2,1,0.6381365461847389,-0.9135867485382464,0.8884857860380505,-0.5046915535894785,0,0.0535111907382409,6,0.2276351600885391,13.324286493822,0.0535111907382409,0.009835020757649,7.442618188938414e-07,0.0157947827195912,10,0.0462449416518211,13.324286493822,0.0157947827195912,0.0930295512080192,0.001701698592662,0.0013717480834341,5.860295118419893e-09,3.184916832775554e-09,0.0,0,-1.0,13.324286493822,0.0,0.0,0.0,0.0,0.0,0.0,0.5152653855205643
schizo,0.4674876847290641,0,4,2,0.3222371272314524,102.27056199749426,5474.395089227206,73.98915521363388,0.4055238087134762,-1.0308851234646133,0.0029411764705882,0.0,1.730103806228374e-05,6.920415224913495e-05,6.920415224913495e-05,0.0001038062283737,5.190311418685121e-05,6.920415224913495e-05,5.190311418685121e-05,0.0,1.730103806228374e-05,1.730103806228374e-05,1.730103806228374e-05,0.0,5.190311418685121e-05,5.190311418685121e-05,5.190311418685121e-05,8.650519031141868e-05,6.920415224913495e-05,1.730103806228374e-05,0.0,0.2065570934256055,0.3376643598615917,0.2488927335640138,0.1915224913494809,0.0153633217993079,2,1,0.5047891723060906,0.6839391209374168,-0.6421078458455297,0.4598816935561041,2,1.945366613456985,7,12.084912300109863,659.4792819619179,1.945366613456985,20.70792125500397,7896.668904191861,0.121575324824362,4,0.5252468585968018,659.4792819619179,0.121575324824362,1.9077874422073364,0.3284718065903612,1.370813110076726,0.0212311212049906,0.5842864731700225,0.0569484710693359,1,0.0576577186584472,659.4792819619179,0.0569484710693359,2.4471957683563232,0.1798971980517535,0.1311065214229074,0.0005531119968406,0.0007423234844212,23.95120050687172
analcatdata_japansolvent,0.3786904761904762,0,4,3,0.2397553516819572,1.858497891823732,1.6934692256059745,1.3013336334722063,0.8245495041217136,-0.0816496410526861,0.0192307692307692,0.0,0.0014792899408284,0.0022189349112426,0.007396449704142,0.014792899408284,0.0155325443786982,0.0155325443786982,0.0207100591715976,0.0155325443786982,0.0162721893491124,0.029585798816568,0.022189349112426,0.0229289940828402,0.0251479289940828,0.022189349112426,0.0244082840236686,0.0214497041420118,0.0207100591715976,0.0192307692307692,0.0,0.1301775147928994,0.4460059171597633,0.2485207100591716,0.1176035502958579,0.0547337278106508,2,0,0.555052790346908,0.6422404349010493,0.4187488295174752,0.3778909684071526,2,0.6304163219881993,3,2.1346657276153564,32.15123242139816,0.6304163219881993,1.3219529329625506,3.219094772774794,0.0333858148919211,5,0.0462909936904907,32.15123242139816,0.0333858148919211,0.3760026693344116,0.0168769732724971,0.0263131223273329,1.4466001135099377e-06,3.558450700095264e-06,0.0,0,-1.0,32.15123242139816,0.0,0.0,0.0,0.0,0.0,0.0,3.14280734702143
lupus,0.4,0,4,2,0.2568306010928962,88.9394431268318,3637.244353739175,60.309570996146,0.6557768670262477,-0.2505567475926775,0.011758488571806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1737349715946624,0.3849914123398071,0.2679349980182323,0.1305324349319593,0.0404280618311533,2,0,0.6418070034750066,0.8577305158446451,-0.9981852666235048,0.9797828840791156,1,8.716697784031139,4,49.40745162963867,740.9193116426468,8.716697784031139,329.79666112282183,53814973.11838332,0.5809011459350586,2,0.8862924575805664,740.9193116426468,0.5809011459350586,19.228614807128903,12.365048105577262,21.52492136672736,170.8756870978015,857.0854541260358,0.0,0,-1.0,740.9193116426468,0.0,0.0,0.0,0.0,0.0,0.0,61.47303459854566
analcatdata_cyyoung9302,0.5216326530612244,0,4,4,0.2017395506160893,139.9525492130543,9809.645861104158,99.04365633953624,0.2411855714507471,-1.0597475981635134,0.0108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2665406427221172,0.1961247637051039,0.3764177693761815,0.1368147448015123,0.024102079395085,2,2,0.7090301003344481,-0.9981395204609192,-0.9362235651441336,-0.9352697128292904,1,12.10461946634146,1,29.84525680541992,1101.5203714370728,12.10461946634146,1190.134382877174,558038885.9531798,1.9812252862112865,2,7.668758392333984,1101.5203714370728,1.9812252862112865,26.645347595214844,37.201743258893394,23.869376055162,231976.3232924364,35225.19137617764,0.0,0,-1.0,1101.5203714370728,0.0,0.0,0.0,0.0,0.0,0.0,85.78009410827198
